instruction,input,output
ประโยชน์ของโยเกิร์ตมีอะไรบ้าง,,"- แบคทีเรียบางสายพันธุ์ อาจช่วยให้ระบบลําไส้แข็งแรงขึ้น
- ลดความเสี่ยงโรคมะเร็งบางชนิด
- ลดระดับคอเลสเตอรอล ในคนบางกลุ่ม"
ประโยชน์ของไวน์แดงมีอะไรบ้าง,,"- ลดความเสี่ยงโรคหัวใจ
- ลดความเสี่ยงโรคมะเร็งบางชนิด
- ลดระดับแอลดีแอลคอเลสเตอรอล
- เพิ่มระดับเอชดีแอลคอเลสเตอรอล"
ประโยชน์ของมะเขือเทศมีอะไรบ้าง,,"- ลดความเสี่ยงโรคมะเร็งต่อมลูกหมาก
- ลดความเสี่ยงหัวใจวาย"
ประโยชน์ของชามีอะไรบ้าง,,"- ชาดําลดความเสี่ยงโรคหัวใจและโรคมะเร็งบางชนิด
- ชาเขียวลดความเสี่ยงโรคหัวใจ เพิ่มระบบภูมิคุ้มกัน"
ประโยชน์ของซุปไก่สกัดมีอะไรบ้าง,,"- เพิ่มระบบเผาผลาญ
- กระตุ้นการสร้างเลือด
- ลดความดันโลหิต ลดความเครียดและสมองอ่อนล้า
- เสริมสมาธิและความจํา"
ประโยชน์ของโปรตีนเวย์มีอะไรบ้าง,,"- ลดความเสี่ยงโรคมะเร็ง
- เพิ่มความแข็งแรง ให้กับระบบภูมิคุ้มกัน
- เพิ่มสมรรถภาพการออกกําลังกาย
- เพิ่มมวลกล้ามเนื้อในการออกกําลังกายชนิดแรงต้าน"
ประโยชน์ของถั่วเหลืองมีอะไรบ้าง,,"- ลดความเสี่ยงโรคหัวใจ
- ลดความเสี่ยงโรคมะเร็งบางชนิดในบางคน
- ลดระดับแอลดีแอลคอเลสเตอรอล
- ช่วยลดอาการในวัยหมดประจําเดือน"
ประโยชน์ของปลาแซลมอนมีอะไรบ้าง,,"- ช่วยการทํางานของสมองและสายตา
- ลดไตรกลีเซอไรด์
- ลดความเสี่ยงโรคหัวใจ"
ประโยชน์ของข้าวโอ๊ตมีอะไรบ้าง,,ลดระดับแอลดีแอลและคอเลสเตอรอลรวม
ประโยชน์ของนมมีอะไรบ้าง,,"- ลดความเสี่ยงกระดูกพรุน
- ลดความเสี่ยงมะเร็งลําไส้ใหญ่
- ลดความดันโลหิต"
ประโยชน์ขององุ่นและน้ำองุ่นมีอะไรบ้าง,,"- ลดความเสี่ยงโรคหัวใจ
- ยับยั้งการเจริญของเซลล์เนื้องอก
- ป้องกันเซลล์ถูกทําลาย"
